"id","basket_value","date","day","Item_1","Item_2","Item_3","Item_4","Item_5","Item_6","Item_7","Item_8","Item_9","Item_10","Item_11","Item_12","Item_13","Item_14","Item_15","Item_16","Item_17","Item_18","Item_19","Item_20","Item_21","Item_22","Item_23","Item_24","Item_25","Item_26","Item_27","Item_28","Item_29","Item_30","Item_31","Item_32"
2756,10.5,"7/17/2023","Monday","sausage","tropical fruit","other vegetables","butter","sliced cheese","domestic eggs","rolls/buns","brown bread","napkins","","","","","","","","","","","","","","","","","","","","","","",""
103,3.6,"6/16/2023","Friday","frankfurter","rolls/buns","bottled water","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1023,1.2,"7/26/2023","Wednesday","whole milk","white bread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5329,2.2,"6/9/2023","Friday","sliced cheese","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4925,8.8,"7/21/2023","Friday","sausage","frozen vegetables","rolls/buns","soda","red/blush wine","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6457,7.3,"7/10/2023","Monday","beverages","cream cheese ","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5322,1.2,"7/28/2023","Friday","whole milk","cat food","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6319,8.2,"7/23/2023","Sunday","ice cream","brown bread","bottled water","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5253,5.1,"6/2/2023","Friday","ice cream","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5195,1.3,"7/24/2023","Monday","beef","other vegetables","bottled beer","red/blush wine","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","",""
782,7.7,"7/21/2023","Friday","ham","chicken","citrus fruit","berries","onions","whole milk","curd","yogurt","frozen vegetables","rolls/buns","margarine","soda","liquor (appetizer)","cake bar","candy","seasonal products","skin care","","","","","","","","","","","","","","",""
1793,1.7,"6/4/2023","Sunday","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2303,7.2,"7/7/2023","Friday","whole milk","yogurt","oil","bottled water","bottled beer","salty snack","specialty chocolate","","","","","","","","","","","","","","","","","","","","","","","","",""
7987,6.7,"7/25/2023","Tuesday","rolls/buns","bottled water","specialty chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3006,10.9,"7/12/2023","Wednesday","frankfurter","beef","pip fruit","whole milk","yogurt","whipped/sour cream","cream cheese ","frozen vegetables","flour","margarine","canned vegetables","pickled vegetables","coffee","bottled water","soda","misc. beverages","fruit/vegetable juice","salty snack","waffles","pot plants","","","","","","","","","","","",""
9628,2.5,"5/23/2023","Tuesday","other vegetables","whole milk","curd","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1710,7.7,"7/8/2023","Saturday","sausage","root vegetables","whole milk","butter","misc. beverages","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6563,8,"7/16/2023","Sunday","whole milk","ice cream","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9048,3.1,"7/6/2023","Thursday","curd","bottled water","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7621,1.1,"7/31/2023","Monday","citrus fruit","frozen meals","canned beer","red/blush wine","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8954,4.6,"6/26/2023","Monday","butter milk","yogurt","salty snack","specialty chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3515,1.3,"7/24/2023","Monday","pip fruit","other vegetables","frozen vegetables","canned vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6415,1.7,"6/10/2023","Saturday","frozen meals","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14,3.9,"6/15/2023","Thursday","frankfurter","rolls/buns","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3948,5.1,"6/3/2023","Saturday","pork","root vegetables","other vegetables","mayonnaise","domestic eggs","rolls/buns","mustard","fruit/vegetable juice","chewing gum","dishes","","","","","","","","","","","","","","","","","","","","","",""
7171,13.3,"5/23/2023","Tuesday","sausage","tropical fruit","rolls/buns","pastry","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2731,11.3,"7/22/2023","Saturday","citrus fruit","root vegetables","other vegetables","whipped/sour cream","processed cheese","rolls/buns","newspapers","","","","","","","","","","","","","","","","","","","","","","","","",""
2611,4.3,"6/20/2023","Tuesday","hamburger meat","pip fruit","whole milk","hard cheese","chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9056,2.4,"6/1/2023","Thursday","citrus fruit","other vegetables","white wine","long life bakery product","candles","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8267,2.1,"6/5/2023","Monday","tropical fruit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5623,5.8,"5/25/2023","Thursday","pork","beef","root vegetables","other vegetables","whole milk","UHT-milk","frozen vegetables","rice","baking powder","dog food","soda","","","","","","","","","","","","","","","","","","","","",""
5652,1.7,"6/3/2023","Saturday","hamburger meat","dessert","soda","fruit/vegetable juice","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1479,2.5,"6/3/2023","Saturday","ham","other vegetables","whole milk","frozen vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2841,1.7,"5/27/2023","Saturday","frankfurter","beef","brown bread","margarine","soda","candy","","","","","","","","","","","","","","","","","","","","","","","","","",""
8718,2.8,"7/4/2023","Tuesday","frankfurter","root vegetables","whole milk","butter","curd","domestic eggs","brown bread","flour","pickled vegetables","house keeping products","","","","","","","","","","","","","","","","","","","","","",""
1817,1.4,"7/21/2023","Friday","pork","bottled water","bottled beer","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6403,1.2,"7/28/2023","Friday","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
313,5.1,"6/27/2023","Tuesday","ice cream","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5993,3.6,"7/1/2023","Saturday","rolls/buns","bottled water","dental care","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
223,15.8,"7/23/2023","Sunday","sausage","beef","citrus fruit","other vegetables","whole milk","butter milk","whipped/sour cream","beverages","hard cheese","rolls/buns","dish cleaner","cookware","","","","","","","","","","","","","","","","","","","",""
3379,1.7,"6/6/2023","Tuesday","soda","fruit/vegetable juice","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9013,3.4,"7/1/2023","Saturday","hamburger meat","tropical fruit","other vegetables","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1150,3.5,"6/24/2023","Saturday","ham","hamburger meat","onions","other vegetables","processed cheese","frozen vegetables","domestic eggs","rolls/buns","white bread","cookware","shopping bags","","","","","","","","","","","","","","","","","","","","",""
5672,13.8,"7/26/2023","Wednesday","sausage","pork","hamburger meat","citrus fruit","other vegetables","whole milk","soft cheese","domestic eggs","rolls/buns","sugar","cat food","chocolate","","","","","","","","","","","","","","","","","","","",""
5580,8.8,"7/24/2023","Monday","frankfurter","sausage","rolls/buns","brown bread","soda","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","",""
9730,5.6,"6/8/2023","Thursday","ham","chicken","other vegetables","whole milk","frozen vegetables","specialty chocolate","","","","","","","","","","","","","","","","","","","","","","","","","",""
1616,5.3,"5/25/2023","Thursday","meat","rolls/buns","specialty chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
175,4.8,"6/13/2023","Tuesday","curd","dessert","soda","salty snack","waffles","cake bar","chocolate","shopping bags","","","","","","","","","","","","","","","","","","","","","","","",""
3683,3.1,"7/3/2023","Monday","chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4563,3.6,"7/4/2023","Tuesday","tropical fruit","pip fruit","yogurt","frozen vegetables","artif. sweetener","","","","","","","","","","","","","","","","","","","","","","","","","","",""
249,10.3,"7/9/2023","Sunday","pork","other vegetables","whipped/sour cream","rolls/buns","soda","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","",""
4357,1.3,"7/24/2023","Monday","other vegetables","curd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4516,8.6,"7/26/2023","Wednesday","other vegetables","dessert","cream cheese ","rolls/buns","white bread","margarine","salty snack","waffles","specialty bar","female sanitary products","newspapers","","","","","","","","","","","","","","","","","","","","",""
6682,4.2,"7/1/2023","Saturday","root vegetables","whole milk","bottled water","abrasive cleaner","cling film/bags","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8430,3.1,"6/20/2023","Tuesday","chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8542,1.4,"7/23/2023","Sunday","dog food","bottled water","liquor","dish cleaner","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4193,11.7,"5/20/2023","Saturday","other vegetables","whole milk","butter","cream cheese ","brown bread","pastry","ready soups","seasonal products","hair spray","newspapers","shopping bags","","","","","","","","","","","","","","","","","","","","",""
7146,1.3,"7/25/2023","Tuesday","other vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6315,1.2,"7/28/2023","Friday","chicken","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
467,7.6,"7/8/2023","Saturday","other vegetables","whole milk","cream cheese ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7814,5.4,"5/27/2023","Saturday","tropical fruit","root vegetables","butter","pasta","soda","napkins","","","","","","","","","","","","","","","","","","","","","","","","","",""
9476,9.2,"7/11/2023","Tuesday","citrus fruit","tropical fruit","pip fruit","root vegetables","other vegetables","chocolate","candy","shopping bags","","","","","","","","","","","","","","","","","","","","","","","",""
4119,6.6,"7/6/2023","Thursday","tropical fruit","pip fruit","root vegetables","curd","yogurt","flour","margarine","sugar","bottled water","newspapers","","","","","","","","","","","","","","","","","","","","","",""
8692,7.9,"7/12/2023","Wednesday","other vegetables","yogurt","whipped/sour cream","white bread","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
261,7,"5/17/2023","Wednesday","pork","berries","root vegetables","other vegetables","pastry","specialty bar","","","","","","","","","","","","","","","","","","","","","","","","","",""
2254,1.3,"7/23/2023","Sunday","other vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5567,4.9,"6/19/2023","Monday","sausage","sliced cheese","canned beer","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4950,1.2,"7/28/2023","Friday","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9808,5.1,"6/3/2023","Saturday","ice cream","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4923,1.2,"7/28/2023","Friday","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5019,1.3,"7/24/2023","Monday","frankfurter","chicken","hamburger meat","other vegetables","dessert","UHT-milk","oil","canned vegetables","cake bar","","","","","","","","","","","","","","","","","","","","","","",""
1950,7.6,"7/26/2023","Wednesday","sausage","berries","whole milk","yogurt","domestic eggs","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5122,1.5,"6/8/2023","Thursday","yogurt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1194,3.7,"6/20/2023","Tuesday","yogurt","UHT-milk","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
916,10.2,"7/22/2023","Saturday","tropical fruit","root vegetables","frozen vegetables","ice cream","bottled water","cling film/bags","","","","","","","","","","","","","","","","","","","","","","","","","",""
1182,3.1,"6/27/2023","Tuesday","specialty chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7752,8.3,"5/23/2023","Tuesday","meat","other vegetables","whole milk","pastry","soda","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","",""
9525,8.5,"7/10/2023","Monday","sausage","tropical fruit","yogurt","canned beer","long life bakery product","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9027,2.3,"6/1/2023","Thursday","meat","citrus fruit","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7644,8.5,"7/6/2023","Thursday","sausage","tropical fruit","berries","yogurt","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7792,3.4,"7/5/2023","Wednesday","whole milk","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6774,1.3,"7/25/2023","Tuesday","other vegetables","frozen potato products","oil","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6498,5.8,"5/30/2023","Tuesday","tropical fruit","yogurt","rolls/buns","waffles","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
565,7.1,"7/16/2023","Sunday","sausage","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3109,6.6,"7/28/2023","Friday","meat","chicken","berries","yogurt","whipped/sour cream","cream cheese ","mayonnaise","brown bread","long life bakery product","","","","","","","","","","","","","","","","","","","","","","",""
7008,2.9,"6/11/2023","Sunday","yogurt","margarine","bottled water","chewing gum","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4223,12.3,"7/11/2023","Tuesday","tropical fruit","root vegetables","other vegetables","whipped/sour cream","specialty cheese","rolls/buns","nut snack","","","","","","","","","","","","","","","","","","","","","","","","",""
5811,7.1,"5/22/2023","Monday","frankfurter","meat","beef","other vegetables","frozen vegetables","white bread","pastry","soups","pickled vegetables","specialty vegetables","cat food","soda","","","","","","","","","","","","","","","","","","","",""
6370,1.3,"7/25/2023","Tuesday","meat","other vegetables","pickled vegetables","coffee","liquor","long life bakery product","newspapers","","","","","","","","","","","","","","","","","","","","","","","","",""
6642,2.1,"5/27/2023","Saturday","tropical fruit","long life bakery product","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5874,6.3,"7/30/2023","Sunday","whole milk","cream cheese ","roll products ","napkins","dishes","cling film/bags","","","","","","","","","","","","","","","","","","","","","","","","","",""
5380,2.2,"5/20/2023","Saturday","meat","rolls/buns","misc. beverages","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1052,5.3,"5/17/2023","Wednesday","whole milk","pastry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
362,2.3,"5/26/2023","Friday","citrus fruit","whole milk","curd","soft cheese","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
213,9.4,"7/23/2023","Sunday","sausage","other vegetables","yogurt","soda","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7625,1.7,"5/22/2023","Monday","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2560,13,"7/18/2023","Tuesday","sausage","other vegetables","yogurt","mayonnaise","rolls/buns","bottled water","soda","canned beer","shopping bags","","","","","","","","","","","","","","","","","","","","","","",""
2013,3.1,"7/5/2023","Wednesday","chocolate","pot plants","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
355,4.7,"6/20/2023","Tuesday","root vegetables","domestic eggs","margarine","chocolate marshmallow","candy","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4842,11.1,"7/21/2023","Friday","root vegetables","other vegetables","yogurt","rolls/buns","bottled water","chocolate","napkins","","","","","","","","","","","","","","","","","","","","","","","","",""
3121,1.7,"6/10/2023","Saturday","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6454,5.3,"5/18/2023","Thursday","frankfurter","rolls/buns","chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
281,4.1,"5/17/2023","Wednesday","turkey","pip fruit","salad dressing","pastry","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8658,2.2,"5/26/2023","Friday","spread cheese","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5705,3,"6/15/2023","Thursday","onions","other vegetables","soda","fruit/vegetable juice","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
449,11.3,"7/7/2023","Friday","sausage","ham","other vegetables","ice cream","white bread","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9455,1.3,"7/25/2023","Tuesday","pork","other vegetables","curd","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1940,1.6,"6/4/2023","Sunday","root vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3372,5.8,"5/18/2023","Thursday","ham","hamburger meat","whole milk","yogurt","domestic eggs","white bread","Instant food products","chocolate","","","","","","","","","","","","","","","","","","","","","","","",""
5173,1.3,"7/24/2023","Monday","other vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9164,6.4,"7/24/2023","Monday","beef","other vegetables","whipped/sour cream","processed cheese","salt","oil","dog food","newspapers","","","","","","","","","","","","","","","","","","","","","","","",""
5120,8,"7/20/2023","Thursday","sausage","chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5864,13,"7/12/2023","Wednesday","tropical fruit","whole milk","yogurt","ice cream","bottled water","soda","hygiene articles","napkins","","","","","","","","","","","","","","","","","","","","","","","",""
4630,3.7,"6/29/2023","Thursday","yogurt","processed cheese","frozen vegetables","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3612,9.4,"5/20/2023","Saturday","frankfurter","rolls/buns","pastry","vinegar","mustard","specialty chocolate","","","","","","","","","","","","","","","","","","","","","","","","","",""
4399,5.4,"5/21/2023","Sunday","chicken","herbs","other vegetables","butter","brown bread","pastry","margarine","candy","","","","","","","","","","","","","","","","","","","","","","","",""
4538,1.5,"5/21/2023","Sunday","yogurt","margarine","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4164,11.7,"7/18/2023","Tuesday","other vegetables","whipped/sour cream","processed cheese","frozen fruits","domestic eggs","rolls/buns","cereals","dog food","specialty chocolate","chocolate marshmallow","napkins","shopping bags","","","","","","","","","","","","","","","","","","","",""
5464,2.7,"6/6/2023","Tuesday","other vegetables","bottled water","canned beer","chewing gum","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7477,1.6,"6/10/2023","Saturday","root vegetables","margarine","pet care","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1180,6.2,"7/10/2023","Monday","bottled water","soda","chewing gum","specialty chocolate","candy","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9554,13.6,"7/23/2023","Sunday","sausage","tropical fruit","yogurt","frozen meals","ice cream","brown bread","","","","","","","","","","","","","","","","","","","","","","","","","",""
5072,1.2,"7/28/2023","Friday","whole milk","brown bread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8279,3.6,"7/3/2023","Monday","rolls/buns","bottled water","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
680,4.3,"6/19/2023","Monday","beef","whole milk","brown bread","specialty chocolate","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2083,1.2,"7/26/2023","Wednesday","whole milk","brown bread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
73,5.4,"5/24/2023","Wednesday","frankfurter","citrus fruit","whole milk","domestic eggs","oil","sparkling wine","specialty chocolate","newspapers","","","","","","","","","","","","","","","","","","","","","","","",""
1282,4.1,"6/19/2023","Monday","pork","root vegetables","onions","other vegetables","whole milk","napkins","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","",""
2158,6.5,"7/8/2023","Saturday","whole milk","domestic eggs","rolls/buns","brown bread","specialty chocolate","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","",""
8338,4.9,"6/30/2023","Friday","sausage","hard cheese","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5199,5.8,"5/20/2023","Saturday","whole milk","yogurt","spread cheese","bottled water","soda","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6620,1.3,"7/25/2023","Tuesday","other vegetables","frozen fish","pickled vegetables","dog food","salty snack","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","",""
28,11.9,"7/21/2023","Friday","sausage","rolls/buns","soda","chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2000,6.6,"7/9/2023","Sunday","sausage","dessert","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1839,5.7,"5/18/2023","Thursday","root vegetables","butter milk","frozen vegetables","pastry","dish cleaner","hygiene articles","napkins","","","","","","","","","","","","","","","","","","","","","","","","",""
3768,3.4,"6/22/2023","Thursday","whole milk","rolls/buns","coffee","fruit/vegetable juice","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6650,1.1,"7/31/2023","Monday","citrus fruit","coffee","canned beer","chewing gum","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3955,15.5,"5/20/2023","Saturday","beef","root vegetables","herbs","other vegetables","whole milk","butter","curd","whipped/sour cream","rolls/buns","pastry","margarine","","","","","","","","","","","","","","","","","","","","",""
6704,8.5,"7/10/2023","Monday","frankfurter","pork","tropical fruit","pip fruit","other vegetables","whipped/sour cream","beverages","white bread","","","","","","","","","","","","","","","","","","","","","","","",""
4156,8.9,"7/21/2023","Friday","frankfurter","root vegetables","whipped/sour cream","rolls/buns","roll products ","salt","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","",""
2622,8.1,"7/16/2023","Sunday","root vegetables","whole milk","rolls/buns","specialty chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7747,2.4,"5/20/2023","Saturday","citrus fruit","other vegetables","UHT-milk","domestic eggs","white bread","pickled vegetables","","","","","","","","","","","","","","","","","","","","","","","","","",""
3949,3.4,"6/13/2023","Tuesday","whole milk","rolls/buns","semi-finished bread","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6634,4,"6/25/2023","Sunday","chicken","pork","beef","grapes","other vegetables","whole milk","butter","yogurt","margarine","waffles","","","","","","","","","","","","","","","","","","","","","",""
6344,2.5,"5/19/2023","Friday","other vegetables","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5624,6.4,"7/30/2023","Sunday","beef","other vegetables","whipped/sour cream","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1812,2.1,"5/22/2023","Monday","tropical fruit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5602,17.1,"5/22/2023","Monday","sausage","tropical fruit","pip fruit","whole milk","soft cheese","processed cheese","white bread","pastry","semi-finished bread","oil","mustard","ketchup","soda","misc. beverages","long life bakery product","waffles","chocolate","specialty chocolate","detergent","napkins","house keeping products","","","","","","","","","","",""
7910,1.5,"5/31/2023","Wednesday","yogurt","frozen vegetables","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1720,1.4,"7/21/2023","Friday","frozen meals","oil","bottled water","bottled beer","flower (seeds)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1409,1.7,"5/27/2023","Saturday","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3424,3.5,"6/20/2023","Tuesday","other vegetables","rolls/buns","red/blush wine","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7150,10.7,"5/23/2023","Tuesday","sausage","pastry","soda","salty snack","newspapers","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","",""
8814,14.2,"7/26/2023","Wednesday","sausage","pork","hamburger meat","tropical fruit","pip fruit","whole milk","yogurt","sliced cheese","frozen vegetables","white bread","dog food","coffee","bottled water","fruit/vegetable juice","long life bakery product","specialty chocolate","specialty bar","chocolate marshmallow","hygiene articles","pot plants","","","","","","","","","","","",""
1827,14.9,"5/18/2023","Thursday","meat","citrus fruit","pip fruit","curd","yogurt","whipped/sour cream","domestic eggs","pastry","flour","fruit/vegetable juice","bottled beer","salty snack","chocolate","cooking chocolate","hygiene articles","napkins","shopping bags","","","","","","","","","","","","","","",""
9621,3.1,"6/12/2023","Monday","chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1513,2.2,"5/31/2023","Wednesday","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3557,5.8,"5/28/2023","Sunday","whole milk","curd","yogurt","chocolate marshmallow","candy","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","",""
251,3.9,"7/5/2023","Wednesday","rolls/buns","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1983,5.2,"6/9/2023","Friday","beef","tropical fruit","frozen vegetables","pickled vegetables","bottled water","soda","","","","","","","","","","","","","","","","","","","","","","","","","",""
2646,3.9,"6/30/2023","Friday","rolls/buns","soda","waffles","chewing gum","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4771,1.5,"5/28/2023","Sunday","yogurt","fruit/vegetable juice","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3252,3.1,"7/5/2023","Wednesday","specialty chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1668,6.2,"7/9/2023","Sunday","beef","citrus fruit","pip fruit","yogurt","rolls/buns","flour","margarine","soups","bottled water","","","","","","","","","","","","","","","","","","","","","","",""
2659,4.9,"7/1/2023","Saturday","sausage","bottled beer","dish cleaner","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3821,1.3,"7/24/2023","Monday","other vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
820,4.3,"7/2/2023","Sunday","tropical fruit","curd","rolls/buns","organic products","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7279,1.2,"7/29/2023","Saturday","whole milk","pickled vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1695,10.5,"5/18/2023","Thursday","hamburger meat","pip fruit","other vegetables","butter","cream cheese ","mayonnaise","domestic eggs","pastry","rice","margarine","canned fruit","canned fish","coffee","tea","candles","","","","","","","","","","","","","","","","",""
997,14.2,"7/22/2023","Saturday","chicken","tropical fruit","pip fruit","root vegetables","other vegetables","whole milk","butter","yogurt","whipped/sour cream","hard cheese","frozen vegetables","frozen fish","domestic eggs","white bread","rice","specialty fat","dog food","bottled water","fruit/vegetable juice","long life bakery product","softener","napkins","cling film/bags","","","","","","","","",""
5796,1.3,"7/24/2023","Monday","pip fruit","other vegetables","butter milk","specialty cheese","frozen vegetables","white bread","sugar","coffee","","","","","","","","","","","","","","","","","","","","","","","",""
1439,15.2,"5/18/2023","Thursday","tropical fruit","pip fruit","grapes","ice cream","frozen potato products","rolls/buns","pastry","soda","misc. beverages","salty snack","long life bakery product","chewing gum","specialty bar","napkins","photo/film","","","","","","","","","","","","","","","","",""
5614,9.3,"","Monday","berries","other vegetables","yogurt","whipped/sour cream","bottled water","waffles","seasonal products","","","","","","","","","","","","","","","","","","","","","","","","",""
302,5.3,"6/6/2023","Tuesday","frankfurter","beef","root vegetables","curd","dessert","yogurt","soft cheese","rolls/buns","mustard","pickled vegetables","canned beer","hygiene articles","napkins","","","","","","","","","","","","","","","","","","",""
8848,7.9,"5/24/2023","Wednesday","beef","citrus fruit","berries","whole milk","yogurt","UHT-milk","specialty cheese","pastry","cake bar","seasonal products","detergent","pot plants","","","","","","","","","","","","","","","","","","","",""
2015,2.8,"7/5/2023","Wednesday","other vegetables","yogurt","fruit/vegetable juice","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1797,1.2,"7/26/2023","Wednesday","pip fruit","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3059,18.2,"7/6/2023","Thursday","sausage","root vegetables","onions","herbs","other vegetables","UHT-milk","hard cheese","cream cheese ","frozen vegetables","rolls/buns","bottled water","soda","bottled beer","red/blush wine","","","","","","","","","","","","","","","","","",""
5269,4.3,"6/17/2023","Saturday","pip fruit","root vegetables","whole milk","butter","curd","yogurt","UHT-milk","specialty cheese","white bread","margarine","cereals","pickled vegetables","coffee","cake bar","","","","","","","","","","","","","","","","","",""
9017,6.6,"7/8/2023","Saturday","butter","curd","yogurt","whipped/sour cream","margarine","salty snack","hygiene articles","","","","","","","","","","","","","","","","","","","","","","","","",""
